id;state;county;year;month;day;day_of_week;rural_urban;light_condition;fatalities;time
10001;ALABAMA;LEE;2019;2;7;THURSDAY;URBAN;DAYLIGHT;1;2019-02-07 12:00:00
10002;ALABAMA;ETOWAH;2019;1;23;WEDNESDAY;URBAN;DARK;1;2019-01-23 18:00:00
10003;ALABAMA;CLEBURNE;2019;1;22;TUESDAY;RURAL;DARK;1;2019-01-22 19:00:00
10004;ALABAMA;ETOWAH;2019;1;22;TUESDAY;RURAL;DARK;1;2019-01-22 03:00:00
10005;ALABAMA;BALDWIN;2019;1;18;FRIDAY;URBAN;DARK;1;2019-01-18 05:00:00
10006;ALABAMA;LOWNDES;2019;1;7;MONDAY;RURAL;DAYLIGHT;1;2019-01-07 12:00:00
10007;ALABAMA;ETOWAH;2019;1;2;WEDNESDAY;RURAL;DAYLIGHT;1;2019-01-02 09:00:00
10008;ALABAMA;HOUSTON;2019;2;9;SATURDAY;RURAL;DARK;1;2019-02-09 21:00:00
10009;ALABAMA;BALDWIN;2019;2;8;FRIDAY;URBAN;DAYLIGHT;1;2019-02-08 07:00:00
10010;ALABAMA;MONTGOMERY;2019;2;7;THURSDAY;URBAN;DARK;1;2019-02-07 05:00:00
10011;ALABAMA;TALLAPOOSA;2019;1;1;TUESDAY;RURAL;DARK;1;2019-01-01 01:00:00
10012;ALABAMA;ETOWAH;2019;1;2;WEDNESDAY;RURAL;DARK;1;2019-01-02 18:00:00
10013;ALABAMA;HOUSTON;2019;1;4;FRIDAY;URBAN;DARK;1;2019-01-04 21:00:00
10014;ALABAMA;HOUSTON;2019;1;6;SUNDAY;RURAL;DARK;1;2019-01-06 00:00:00
10015;ALABAMA;BUTLER;2019;1;7;MONDAY;URBAN;DARK;1;2019-01-07 04:00:00
10016;ALABAMA;MOBILE;2019;1;7;MONDAY;URBAN;DAYLIGHT;1;2019-01-07 14:00:00
10017;ALABAMA;JEFFERSON;2019;1;7;MONDAY;URBAN;DAYLIGHT;1;2019-01-07 14:00:00
10018;ALABAMA;BALDWIN;2019;1;7;MONDAY;URBAN;DARK;1;2019-01-07 22:00:00
10019;ALABAMA;ETOWAH;2019;1;7;MONDAY;RURAL;DAYLIGHT;1;2019-01-07 13:00:00
10020;ALABAMA;MOBILE;2019;1;8;TUESDAY;RURAL;DARK;1;2019-01-08 01:00:00
10021;ALABAMA;CALHOUN;2019;1;8;TUESDAY;RURAL;DARK;1;2019-01-08 18:00:00
10022;ALABAMA;PICKENS;2019;1;10;THURSDAY;RURAL;DAWN;1;2019-01-10 06:00:00
10023;ALABAMA;PIKE;2019;1;11;FRIDAY;URBAN;DAYLIGHT;1;2019-01-11 16:00:00
10024;ALABAMA;DEKALB;2019;1;11;FRIDAY;RURAL;DAYLIGHT;1;2019-01-11 13:00:00
10025;ALABAMA;MADISON;2019;1;11;FRIDAY;URBAN;DAYLIGHT;1;2019-01-11 07:00:00
10026;ALABAMA;COVINGTON;2019;1;11;FRIDAY;RURAL;DAYLIGHT;1;2019-01-11 06:00:00
10027;ALABAMA;BLOUNT;2019;1;12;SATURDAY;RURAL;DAYLIGHT;1;2019-01-12 13:00:00
10028;ALABAMA;TUSCALOOSA;2019;1;12;SATURDAY;URBAN;DAYLIGHT;2;2019-01-12 16:00:00
10029;ALABAMA;CALHOUN;2019;1;13;SUNDAY;RURAL;DAYLIGHT;1;2019-01-13 08:00:00
10030;ALABAMA;SHELBY;2019;1;14;MONDAY;URBAN;DARK;1;2019-01-14 01:00:00
10031;ALABAMA;JACKSON;2019;1;15;TUESDAY;URBAN;DARK;1;2019-01-15 17:00:00
10032;ALABAMA;FRANKLIN;2019;1;15;TUESDAY;RURAL;DAYLIGHT;1;2019-01-15 12:00:00
10033;ALABAMA;MADISON;2019;1;17;THURSDAY;RURAL;DAYLIGHT;1;2019-01-17 07:00:00
10034;ALABAMA;WINSTON;2019;1;17;THURSDAY;RURAL;DAYLIGHT;1;2019-01-17 08:00:00
10035;ALABAMA;MORGAN;2019;1;18;FRIDAY;URBAN;DARK;1;2019-01-18 21:00:00
10036;ALABAMA;CLAY;2019;1;18;FRIDAY;RURAL;DAYLIGHT;1;2019-01-18 11:00:00
10037;ALABAMA;BLOUNT;2019;1;18;FRIDAY;RURAL;DAYLIGHT;1;2019-01-18 11:00:00
10038;ALABAMA;BALDWIN;2019;1;19;SATURDAY;URBAN;DARK;1;2019-01-19 01:00:00
10039;ALABAMA;MOBILE;2019;1;20;SUNDAY;URBAN;DARK;1;2019-01-20 19:00:00
10040;ALABAMA;LAUDERDALE;2019;1;20;SUNDAY;RURAL;DARK;1;2019-01-20 22:00:00
10041;ALABAMA;MADISON;2019;1;20;SUNDAY;URBAN;DARK;1;2019-01-20 22:00:00
10042;ALABAMA;CLEBURNE;2019;1;20;SUNDAY;RURAL;DAYLIGHT;1;2019-01-20 13:00:00
10043;ALABAMA;LAUDERDALE;2019;1;20;SUNDAY;RURAL;DAYLIGHT;1;2019-01-20 12:00:00
10044;ALABAMA;MACON;2019;1;21;MONDAY;RURAL;DAYLIGHT;1;2019-01-21 16:00:00
10045;ALABAMA;CULLMAN;2019;1;21;MONDAY;URBAN;DAYLIGHT;1;2019-01-21 08:00:00
10046;ALABAMA;TALLADEGA;2019;1;22;TUESDAY;URBAN;DARK;1;2019-01-22 04:00:00
10047;ALABAMA;TUSCALOOSA;2019;1;22;TUESDAY;URBAN;DARK;1;2019-01-22 04:00:00
10048;ALABAMA;MOBILE;2019;1;22;TUESDAY;URBAN;DARK;1;2019-01-22 22:00:00
10049;ALABAMA;DEKALB;2019;1;23;WEDNESDAY;RURAL;DARK;1;2019-01-23 17:00:00
10050;ALABAMA;ETOWAH;2019;1;25;FRIDAY;URBAN;DAYLIGHT;1;2019-01-25 06:00:00
10051;ALABAMA;MOBILE;2019;1;26;SATURDAY;URBAN;DARK;1;2019-01-26 18:00:00
10052;ALABAMA;MADISON;2019;1;26;SATURDAY;RURAL;DAYLIGHT;1;2019-01-26 12:00:00
10053;ALABAMA;LIMESTONE;2019;1;27;SUNDAY;RURAL;DAYLIGHT;1;2019-01-27 06:00:00
10054;ALABAMA;JEFFERSON;2019;1;27;SUNDAY;RURAL;DARK;1;2019-01-27 19:00:00
10055;ALABAMA;TUSCALOOSA;2019;1;29;TUESDAY;URBAN;DARK;2;2019-01-29 20:00:00
10056;ALABAMA;RUSSELL;2019;1;29;TUESDAY;URBAN;DAYLIGHT;1;2019-01-29 14:00:00
10057;ALABAMA;TUSCALOOSA;2019;1;29;TUESDAY;URBAN;DARK;1;2019-01-29 05:00:00
10058;ALABAMA;MONTGOMERY;2019;1;30;WEDNESDAY;URBAN;DARK;1;2019-01-30 01:00:00
10059;ALABAMA;CLAY;2019;1;30;WEDNESDAY;RURAL;DARK;1;2019-01-30 04:00:00
10060;ALABAMA;CALHOUN;2019;1;30;WEDNESDAY;RURAL;DAYLIGHT;1;2019-01-30 13:00:00
10061;ALABAMA;DEKALB;2019;1;30;WEDNESDAY;RURAL;DARK;1;2019-01-30 17:00:00
10062;ALABAMA;MONTGOMERY;2019;1;30;WEDNESDAY;URBAN;DARK;1;2019-01-30 17:00:00
10063;ALABAMA;BALDWIN;2019;1;31;THURSDAY;RURAL;DUSK;1;2019-01-31 17:00:00
10064;ALABAMA;HOUSTON;2019;2;1;FRIDAY;URBAN;DARK;1;2019-02-01 01:00:00
10065;ALABAMA;CLEBURNE;2019;2;1;FRIDAY;RURAL;DARK;1;2019-02-01 22:00:00
10066;ALABAMA;LIMESTONE;2019;2;4;MONDAY;RURAL;DAYLIGHT;1;2019-02-04 09:00:00
10067;ALABAMA;TUSCALOOSA;2019;2;5;TUESDAY;RURAL;DARK;1;2019-02-05 05:00:00
10068;ALABAMA;HOUSTON;2019;2;5;TUESDAY;URBAN;DAYLIGHT;1;2019-02-05 13:00:00
10069;ALABAMA;CALHOUN;2019;2;6;WEDNESDAY;URBAN;DAYLIGHT;1;2019-02-06 12:00:00
10070;ALABAMA;MOBILE;2019;2;6;WEDNESDAY;URBAN;DAYLIGHT;1;2019-02-06 17:00:00
10071;ALABAMA;ESCAMBIA;2019;2;24;SUNDAY;RURAL;DARK;1;2019-02-24 03:00:00
10072;ALABAMA;MOBILE;2019;3;1;FRIDAY;URBAN;DAYLIGHT;1;2019-03-01 13:00:00
10073;ALABAMA;JEFFERSON;2019;2;16;SATURDAY;URBAN;DAYLIGHT;1;2019-02-16 13:00:00
10074;ALABAMA;JEFFERSON;2019;2;16;SATURDAY;URBAN;DARK;1;2019-02-16 21:00:00
10075;ALABAMA;RANDOLPH;2019;1;4;FRIDAY;RURAL;DAYLIGHT;1;2019-01-04 16:00:00
10076;ALABAMA;MOBILE;2019;1;15;TUESDAY;URBAN;DAYLIGHT;1;2019-01-15 10:00:00
10077;ALABAMA;JEFFERSON;2019;1;27;SUNDAY;URBAN;DARK;1;2019-01-27 02:00:00
10078;ALABAMA;COFFEE;2019;1;28;MONDAY;URBAN;DARK;1;2019-01-28 03:00:00
10079;ALABAMA;MORGAN;2019;2;6;WEDNESDAY;URBAN;DARK;1;2019-02-06 17:00:00
10080;ALABAMA;GENEVA;2019;2;7;THURSDAY;RURAL;DAYLIGHT;1;2019-02-07 09:00:00
10081;ALABAMA;SHELBY;2019;2;9;SATURDAY;URBAN;DARK;1;2019-02-09 18:00:00
10082;ALABAMA;MOBILE;2019;2;10;SUNDAY;RURAL;DARK;1;2019-02-10 18:00:00
10083;ALABAMA;BALDWIN;2019;2;14;THURSDAY;URBAN;DAYLIGHT;1;2019-02-14 08:00:00
10084;ALABAMA;DEKALB;2019;2;15;FRIDAY;RURAL;DAYLIGHT;1;2019-02-15 16:00:00
10085;ALABAMA;MOBILE;2019;2;15;FRIDAY;RURAL;DAYLIGHT;1;2019-02-15 13:00:00
10086;ALABAMA;MARENGO;2019;2;16;SATURDAY;RURAL;DAWN;2;2019-02-16 06:00:00
10087;ALABAMA;LEE;2019;2;16;SATURDAY;URBAN;DARK;1;2019-02-16 20:00:00
10089;ALABAMA;MOBILE;2019;2;17;SUNDAY;URBAN;DARK;1;2019-02-17 19:00:00
10090;ALABAMA;MONTGOMERY;2019;2;17;SUNDAY;URBAN;DARK;1;2019-02-17 18:00:00
10091;ALABAMA;CALHOUN;2019;2;19;TUESDAY;RURAL;DAYLIGHT;1;2019-02-19 12:00:00
10092;ALABAMA;DEKALB;2019;2;20;WEDNESDAY;RURAL;DARK;1;2019-02-20 04:00:00
10093;ALABAMA;MONTGOMERY;2019;2;21;THURSDAY;URBAN;DAYLIGHT;1;2019-02-21 12:00:00
10094;ALABAMA;MADISON;2019;2;22;FRIDAY;URBAN;DAYLIGHT;1;2019-02-22 12:00:00
10095;ALABAMA;COVINGTON;2019;2;22;FRIDAY;RURAL;DAYLIGHT;1;2019-02-22 17:00:00
10096;ALABAMA;SHELBY;2019;2;23;SATURDAY;URBAN;DAYLIGHT;3;2019-02-23 16:00:00
10097;ALABAMA;PIKE;2019;2;23;SATURDAY;URBAN;DARK;1;2019-02-23 01:00:00
10098;ALABAMA;CHILTON;2019;2;24;SUNDAY;RURAL;DAYLIGHT;1;2019-02-24 15:00:00
10099;ALABAMA;COVINGTON;2019;2;26;TUESDAY;URBAN;DAYLIGHT;1;2019-02-26 14:00:00
10100;ALABAMA;MONTGOMERY;2019;2;28;THURSDAY;URBAN;DAYLIGHT;1;2019-02-28 13:00:00
10101;ALABAMA;FRANKLIN;2019;3;2;SATURDAY;URBAN;DAYLIGHT;1;2019-03-02 11:00:00
10102;ALABAMA;ELMORE;2019;3;2;SATURDAY;URBAN;DARK;1;2019-03-02 04:00:00
10103;ALABAMA;COFFEE;2019;3;2;SATURDAY;RURAL;DARK;1;2019-03-02 22:00:00
10104;ALABAMA;SHELBY;2019;3;3;SUNDAY;RURAL;DARK;1;2019-03-03 00:00:00
10105;ALABAMA;TUSCALOOSA;2019;3;3;SUNDAY;URBAN;DARK;1;2019-03-03 01:00:00
10106;ALABAMA;BALDWIN;2019;3;3;SUNDAY;RURAL;DAWN;1;2019-03-03 07:00:00
10107;ALABAMA;TALLADEGA;2019;3;4;MONDAY;RURAL;DARK;1;2019-03-04 19:00:00
10108;ALABAMA;MADISON;2019;3;4;MONDAY;URBAN;DAYLIGHT;1;2019-03-04 15:00:00
10109;ALABAMA;DALLAS;2019;3;4;MONDAY;RURAL;DAYLIGHT;1;2019-03-04 14:00:00
10110;ALABAMA;DALE;2019;3;4;MONDAY;RURAL;DARK;1;2019-03-04 19:00:00
10111;ALABAMA;ESCAMBIA;2019;3;6;WEDNESDAY;URBAN;DAYLIGHT;1;2019-03-06 14:00:00
10112;ALABAMA;WASHINGTON;2019;3;6;WEDNESDAY;RURAL;DAYLIGHT;1;2019-03-06 13:00:00
10113;ALABAMA;BIBB;2019;3;8;FRIDAY;RURAL;DAWN;1;2019-03-08 05:00:00
10114;ALABAMA;LEE;2019;3;8;FRIDAY;RURAL;DAYLIGHT;1;2019-03-08 14:00:00
10115;ALABAMA;MADISON;2019;3;6;WEDNESDAY;URBAN;DARK;1;2019-03-06 22:00:00
10116;ALABAMA;PIKE;2019;3;9;SATURDAY;RURAL;DAYLIGHT;1;2019-03-09 10:00:00
10117;ALABAMA;RANDOLPH;2019;3;10;SUNDAY;RURAL;DAYLIGHT;1;2019-03-10 04:00:00
10118;ALABAMA;WALKER;2019;3;10;SUNDAY;URBAN;DAYLIGHT;1;2019-03-10 14:00:00
10119;ALABAMA;MARSHALL;2019;3;11;MONDAY;URBAN;DARK;1;2019-03-11 00:00:00
10120;ALABAMA;CLEBURNE;2019;3;11;MONDAY;RURAL;DAWN;1;2019-03-11 06:00:00
10121;ALABAMA;MOBILE;2019;3;12;TUESDAY;URBAN;DARK;1;2019-03-12 20:00:00
10122;ALABAMA;CALHOUN;2019;3;13;WEDNESDAY;RURAL;DARK;1;2019-03-13 01:00:00
10123;ALABAMA;COOSA;2019;4;13;SATURDAY;RURAL;DAYLIGHT;1;2019-04-13 06:00:00
10124;ALABAMA;BUTLER;2019;4;7;SUNDAY;URBAN;DARK;1;2019-04-07 02:00:00
10125;ALABAMA;CALHOUN;2019;4;7;SUNDAY;URBAN;DAYLIGHT;1;2019-04-07 12:00:00
10126;ALABAMA;JEFFERSON;2019;4;5;FRIDAY;URBAN;DARK;1;2019-04-05 05:00:00
10127;ALABAMA;MOBILE;2019;3;31;SUNDAY;URBAN;DARK;1;2019-03-31 03:00:00
10128;ALABAMA;JEFFERSON;2019;3;29;FRIDAY;URBAN;DARK;1;2019-03-29 22:00:00
10129;ALABAMA;BALDWIN;2019;3;26;TUESDAY;URBAN;DAYLIGHT;1;2019-03-26 08:00:00
10130;ALABAMA;MOBILE;2019;3;25;MONDAY;RURAL;DARK;1;2019-03-25 20:00:00
10131;ALABAMA;ESCAMBIA;2019;3;23;SATURDAY;RURAL;DARK;1;2019-03-23 00:00:00
10132;ALABAMA;BUTLER;2019;3;21;THURSDAY;RURAL;DARK;1;2019-03-21 01:00:00
10133;ALABAMA;LIMESTONE;2019;3;20;WEDNESDAY;URBAN;DARK;1;2019-03-20 02:00:00
10134;ALABAMA;BUTLER;2019;3;19;TUESDAY;RURAL;DAYLIGHT;1;2019-03-19 07:00:00
10135;ALABAMA;JACKSON;2019;2;3;SUNDAY;URBAN;DAYLIGHT;1;2019-02-03 16:00:00
10136;ALABAMA;FRANKLIN;2019;3;8;FRIDAY;URBAN;DAYLIGHT;1;2019-03-08 14:00:00
10137;ALABAMA;JACKSON;2019;3;16;SATURDAY;RURAL;DAYLIGHT;1;2019-03-16 13:00:00
10138;ALABAMA;MONTGOMERY;2019;3;17;SUNDAY;URBAN;DARK;1;2019-03-17 23:00:00
10139;ALABAMA;MOBILE;2019;3;18;MONDAY;RURAL;DAWN;1;2019-03-18 06:00:00
10140;ALABAMA;BARBOUR;2019;3;21;THURSDAY;RURAL;DARK;1;2019-03-21 20:00:00
10141;ALABAMA;SHELBY;2019;3;20;WEDNESDAY;RURAL;DAYLIGHT;1;2019-03-20 09:00:00
10142;ALABAMA;JEFFERSON;2019;3;21;THURSDAY;URBAN;DARK;1;2019-03-21 21:00:00
10143;ALABAMA;LIMESTONE;2019;3;22;FRIDAY;RURAL;DAYLIGHT;1;2019-03-22 07:00:00
10144;ALABAMA;JEFFERSON;2019;3;22;FRIDAY;URBAN;DARK;1;2019-03-22 03:00:00
10145;ALABAMA;HOUSTON;2019;3;22;FRIDAY;RURAL;DAYLIGHT;1;2019-03-22 08:00:00
10146;ALABAMA;CRENSHAW;2019;3;22;FRIDAY;RURAL;DARK;1;2019-03-22 20:00:00
10147;ALABAMA;MARSHALL;2019;3;23;SATURDAY;URBAN;DARK;1;2019-03-23 19:00:00
10148;ALABAMA;WINSTON;2019;3;23;SATURDAY;RURAL;DAYLIGHT;1;2019-03-23 07:00:00
10149;ALABAMA;DALE;2019;3;23;SATURDAY;RURAL;DAYLIGHT;1;2019-03-23 14:00:00
10150;ALABAMA;CALHOUN;2019;3;23;SATURDAY;URBAN;DARK;1;2019-03-23 00:00:00
10151;ALABAMA;BLOUNT;2019;3;24;SUNDAY;RURAL;DAYLIGHT;1;2019-03-24 17:00:00
10152;ALABAMA;JEFFERSON;2019;3;24;SUNDAY;URBAN;DAYLIGHT;1;2019-03-24 14:00:00
10153;ALABAMA;MOBILE;2019;3;25;MONDAY;URBAN;DARK;1;2019-03-25 00:00:00
10154;ALABAMA;WASHINGTON;2019;3;25;MONDAY;RURAL;DARK;1;2019-03-25 00:00:00
10156;ALABAMA;BIBB;2019;3;28;THURSDAY;URBAN;DAYLIGHT;1;2019-03-28 07:00:00
10157;ALABAMA;SUMTER;2019;3;28;THURSDAY;RURAL;DAYLIGHT;1;2019-03-28 10:00:00
10158;ALABAMA;MADISON;2019;3;28;THURSDAY;URBAN;DARK;1;2019-03-28 22:00:00
10159;ALABAMA;JEFFERSON;2019;3;28;THURSDAY;RURAL;DAYLIGHT;1;2019-03-28 08:00:00
10160;ALABAMA;TALLADEGA;2019;3;29;FRIDAY;URBAN;DARK;1;
10161;ALABAMA;LAUDERDALE;2019;3;29;FRIDAY;RURAL;DAYLIGHT;1;2019-03-29 09:00:00
10162;ALABAMA;MONTGOMERY;2019;3;29;FRIDAY;URBAN;DAYLIGHT;1;2019-03-29 14:00:00
10163;ALABAMA;DALLAS;2019;3;29;FRIDAY;RURAL;DAYLIGHT;1;2019-03-29 15:00:00
10164;ALABAMA;BUTLER;2019;3;29;FRIDAY;RURAL;DAYLIGHT;1;2019-03-29 14:00:00
10165;ALABAMA;BALDWIN;2019;3;29;FRIDAY;RURAL;DARK;1;2019-03-29 03:00:00
10166;ALABAMA;BALDWIN;2019;3;30;SATURDAY;RURAL;DAYLIGHT;2;2019-03-30 07:00:00
10168;ALABAMA;DEKALB;2019;3;30;SATURDAY;URBAN;DARK;1;2019-03-30 19:00:00
10169;ALABAMA;PIKE;2019;3;31;SUNDAY;RURAL;DARK;1;2019-03-31 00:00:00
10170;ALABAMA;CULLMAN;2019;3;31;SUNDAY;RURAL;DAYLIGHT;1;2019-03-31 08:00:00
10171;ALABAMA;HOUSTON;2019;4;5;FRIDAY;URBAN;DARK;1;2019-04-05 23:00:00
10172;ALABAMA;JACKSON;2019;4;2;TUESDAY;RURAL;DARK;1;2019-04-02 06:00:00
10173;ALABAMA;MADISON;2019;4;3;WEDNESDAY;URBAN;DAYLIGHT;1;2019-04-03 14:00:00
10174;ALABAMA;JEFFERSON;2019;4;3;WEDNESDAY;URBAN;DARK;1;2019-04-03 21:00:00
10175;ALABAMA;MARSHALL;2019;4;3;WEDNESDAY;RURAL;DAYLIGHT;1;2019-04-03 14:00:00
10176;ALABAMA;HOUSTON;2019;4;4;THURSDAY;URBAN;DARK;1;2019-04-04 02:00:00
10177;ALABAMA;CULLMAN;2019;4;4;THURSDAY;URBAN;DAYLIGHT;1;2019-04-04 07:00:00
10178;ALABAMA;JEFFERSON;2019;4;7;SUNDAY;URBAN;DARK;1;2019-04-07 00:00:00
10179;ALABAMA;BUTLER;2019;4;7;SUNDAY;RURAL;DAYLIGHT;1;2019-04-07 14:00:00
10180;ALABAMA;BALDWIN;2019;4;8;MONDAY;URBAN;DARK;1;2019-04-08 00:00:00
10181;ALABAMA;CLARKE;2019;4;9;TUESDAY;RURAL;DAYLIGHT;1;2019-04-09 14:00:00
10182;ALABAMA;TUSCALOOSA;2019;4;9;TUESDAY;URBAN;DARK;1;2019-04-09 03:00:00
10183;ALABAMA;JEFFERSON;2019;4;9;TUESDAY;URBAN;DARK;1;2019-04-09 23:00:00
10184;ALABAMA;TALLADEGA;2019;4;9;TUESDAY;URBAN;DAYLIGHT;1;2019-04-09 17:00:00
10185;ALABAMA;MADISON;2019;4;10;WEDNESDAY;URBAN;DARK;1;2019-04-10 01:00:00
10186;ALABAMA;FRANKLIN;2019;4;10;WEDNESDAY;URBAN;DARK;1;2019-04-10 05:00:00
10187;ALABAMA;DALLAS;2019;4;13;SATURDAY;RURAL;DARK;1;2019-04-13 05:00:00
10188;ALABAMA;JEFFERSON;2019;5;11;SATURDAY;URBAN;DAYLIGHT;2;2019-05-11 17:00:00
10189;ALABAMA;CULLMAN;2019;5;4;SATURDAY;RURAL;DARK;1;2019-05-04 04:00:00
10190;ALABAMA;CHAMBERS;2019;5;4;SATURDAY;RURAL;DARK;1;2019-05-04 23:00:00
10191;ALABAMA;BALDWIN;2019;5;1;WEDNESDAY;URBAN;DAYLIGHT;1;2019-05-01 13:00:00
10192;ALABAMA;MARION;2019;4;30;TUESDAY;RURAL;DARK;1;2019-04-30 05:00:00
10193;ALABAMA;CHAMBERS;2019;4;25;THURSDAY;URBAN;DARK;1;2019-04-25 21:00:00
10195;ALABAMA;ST. CLAIR;2019;4;16;TUESDAY;RURAL;DAYLIGHT;1;2019-04-16 12:00:00
10196;ALABAMA;MORGAN;2019;4;13;SATURDAY;RURAL;DAYLIGHT;1;2019-04-13 14:00:00
10197;ALABAMA;MORGAN;2019;2;11;MONDAY;URBAN;DAYLIGHT;1;2019-02-11 15:00:00
10198;ALABAMA;JEFFERSON;2019;2;25;MONDAY;URBAN;DARK;1;2019-02-25 03:00:00
10199;ALABAMA;FRANKLIN;2019;2;25;MONDAY;RURAL;DAYLIGHT;1;2019-02-25 08:00:00
10200;ALABAMA;MOBILE;2019;3;24;SUNDAY;RURAL;DARK;1;2019-03-24 03:00:00
10201;ALABAMA;MARENGO;2019;4;3;WEDNESDAY;RURAL;DARK;1;2019-04-03 21:00:00
10202;ALABAMA;LAWRENCE;2019;4;5;FRIDAY;RURAL;DARK;1;2019-04-05 22:00:00
10203;ALABAMA;CLARKE;2019;4;7;SUNDAY;RURAL;DAYLIGHT;1;2019-04-07 18:00:00
10204;ALABAMA;BLOUNT;2019;4;9;TUESDAY;RURAL;DAYLIGHT;1;2019-04-09 15:00:00
10205;ALABAMA;COVINGTON;2019;4;10;WEDNESDAY;RURAL;DAYLIGHT;1;2019-04-10 18:00:00
10206;ALABAMA;ELMORE;2019;4;13;SATURDAY;RURAL;DAYLIGHT;1;2019-04-13 15:00:00
10207;ALABAMA;CRENSHAW;2019;4;14;SUNDAY;RURAL;DARK;1;2019-04-14 03:00:00
10208;ALABAMA;CALHOUN;2019;4;16;TUESDAY;RURAL;DAYLIGHT;1;2019-04-16 17:00:00
10209;ALABAMA;CALHOUN;2019;4;16;TUESDAY;RURAL;DARK;1;2019-04-16 19:00:00
10210;ALABAMA;MOBILE;2019;4;17;WEDNESDAY;RURAL;DAWN;1;2019-04-17 05:00:00
10211;ALABAMA;SHELBY;2019;4;18;THURSDAY;RURAL;DAYLIGHT;1;2019-04-18 10:00:00
10212;ALABAMA;JEFFERSON;2019;4;18;THURSDAY;RURAL;DAYLIGHT;1;2019-04-18 15:00:00
10213;ALABAMA;GREENE;2019;4;20;SATURDAY;RURAL;DAYLIGHT;1;2019-04-20 17:00:00
10214;ALABAMA;BLOUNT;2019;4;21;SUNDAY;RURAL;DAYLIGHT;1;2019-04-21 13:00:00
10215;ALABAMA;LIMESTONE;2019;4;21;SUNDAY;URBAN;DARK;1;2019-04-21 20:00:00
10216;ALABAMA;JACKSON;2019;4;22;MONDAY;URBAN;DARK;1;2019-04-22 04:00:00
10217;ALABAMA;MOBILE;2019;4;23;TUESDAY;URBAN;DARK;1;2019-04-23 00:00:00
10218;ALABAMA;JACKSON;2019;4;23;TUESDAY;URBAN;DAYLIGHT;1;2019-04-23 14:00:00
10219;ALABAMA;MADISON;2019;4;24;WEDNESDAY;URBAN;DAYLIGHT;1;2019-04-24 10:00:00
10220;ALABAMA;MORGAN;2019;4;25;THURSDAY;RURAL;DAWN;1;2019-04-25 06:00:00
10221;ALABAMA;COFFEE;2019;4;25;THURSDAY;RURAL;DAYLIGHT;1;2019-04-25 07:00:00
10222;ALABAMA;CALHOUN;2019;4;26;FRIDAY;RURAL;DARK;1;2019-04-26 19:00:00
10223;ALABAMA;MADISON;2019;4;26;FRIDAY;URBAN;DARK;1;2019-04-26 21:00:00
10224;ALABAMA;LAMAR;2019;4;27;SATURDAY;RURAL;DARK;1;2019-04-27 01:00:00
10225;ALABAMA;WILCOX;2019;4;27;SATURDAY;RURAL;DARK;1;2019-04-27 05:00:00
10226;ALABAMA;JACKSON;2019;4;28;SUNDAY;URBAN;UNKNOWN;1;2019-04-28 05:00:00
10227;ALABAMA;ELMORE;2019;4;28;SUNDAY;URBAN;DAYLIGHT;1;2019-04-28 16:00:00
10228;ALABAMA;MOBILE;2019;4;28;SUNDAY;URBAN;DAYLIGHT;1;2019-04-28 16:00:00
10229;ALABAMA;AUTAUGA;2019;4;28;SUNDAY;RURAL;DAYLIGHT;1;2019-04-28 18:00:00
10230;ALABAMA;HENRY;2019;4;28;SUNDAY;URBAN;DARK;1;2019-04-28 22:00:00
10231;ALABAMA;COVINGTON;2019;4;28;SUNDAY;RURAL;DARK;1;2019-04-28 19:00:00
10232;ALABAMA;MOBILE;2019;4;30;TUESDAY;RURAL;DARK;1;2019-04-30 23:00:00
10233;ALABAMA;LAWRENCE;2019;5;1;WEDNESDAY;RURAL;DAYLIGHT;1;2019-05-01 15:00:00
10234;ALABAMA;WINSTON;2019;5;1;WEDNESDAY;RURAL;DAYLIGHT;1;2019-05-01 11:00:00
10235;ALABAMA;SHELBY;2019;5;2;THURSDAY;URBAN;DARK;1;2019-05-02 21:00:00
10236;ALABAMA;BARBOUR;2019;5;2;THURSDAY;RURAL;DAYLIGHT;1;2019-05-02 17:00:00
10237;ALABAMA;ELMORE;2019;5;3;FRIDAY;URBAN;DAYLIGHT;1;2019-05-03 06:00:00
10238;ALABAMA;TUSCALOOSA;2019;5;3;FRIDAY;URBAN;DAYLIGHT;1;2019-05-03 08:00:00
10239;ALABAMA;WALKER;2019;5;5;SUNDAY;RURAL;DAYLIGHT;1;2019-05-05 16:00:00
10240;ALABAMA;DEKALB;2019;5;6;MONDAY;RURAL;DAYLIGHT;1;2019-05-06 10:00:00
10241;ALABAMA;PICKENS;2019;5;7;TUESDAY;RURAL;DAYLIGHT;1;2019-05-07 06:00:00
10242;ALABAMA;COFFEE;2019;5;7;TUESDAY;URBAN;DAYLIGHT;1;2019-05-07 07:00:00
10243;ALABAMA;CLAY;2019;5;7;TUESDAY;RURAL;DAYLIGHT;1;2019-05-07 11:00:00
10244;ALABAMA;TALLADEGA;2019;5;8;WEDNESDAY;RURAL;DARK;1;2019-05-08 03:00:00
10245;ALABAMA;JEFFERSON;2019;5;8;WEDNESDAY;URBAN;DAYLIGHT;1;2019-05-08 07:00:00
10246;ALABAMA;MOBILE;2019;5;8;WEDNESDAY;URBAN;DAYLIGHT;1;2019-05-08 08:00:00
10247;ALABAMA;MORGAN;2019;5;8;WEDNESDAY;URBAN;DUSK;1;2019-05-08 19:00:00
